phecode,phecode_string,category,category_num
GI_522.92,Atrophic gastritis,Gastrointestinal,10
GI_523,Diverticular disease [Bowel diverticulosis],Gastrointestinal,10
GI_523.1,Diverticula of small intestine,Gastrointestinal,10
GI_523.2,Diverticula of colon,Gastrointestinal,10
GI_523.3,Gastric diverticulum,Gastrointestinal,10
GI_523.4,Diverticulitis,Gastrointestinal,10
GI_524,Functional intestinal disorder,Gastrointestinal,10
GI_524.1,Irritable bowel syndrome,Gastrointestinal,10
GI_524.2,Neurogenic bowel,Gastrointestinal,10
GI_524.3,Megacolon (other than Hirschsprung's),Gastrointestinal,10
GI_525,Intestinal malabsorption,Gastrointestinal,10
GI_525.1,Celiac disease,Gastrointestinal,10
GI_525.2,Pancreatic steatorrhea,Gastrointestinal,10
GI_526,Intestinal infection,Gastrointestinal,10
GI_526.1,Bacterial enteritis,Gastrointestinal,10
GI_526.11,Intestinal e.coli,Gastrointestinal,10
GI_526.12,Intestinal infection due to C. difficile,Gastrointestinal,10
GI_526.2,Viral enteritis,Gastrointestinal,10
GI_526.3,Intestinal infection due to protozoa,Gastrointestinal,10
GI_527,Abdominal pain,Gastrointestinal,10
GI_527.1,Abdominal migraine,Gastrointestinal,10
GI_527.2,Abdominal tenderness,Gastrointestinal,10
GI_527.3,Functional dyspepsia,Gastrointestinal,10
GI_527.4,Colic,Gastrointestinal,10
GI_528.1,Nausea,Gastrointestinal,10
GI_528.2,Vomiting,Gastrointestinal,10
GI_529,Symptoms involving digestive system,Gastrointestinal,10
GI_529.1,Diarrhea,Gastrointestinal,10
GI_529.2,"Flatulence, eructation, and gas pain",Gastrointestinal,10
GI_529.4,Abnormal bowel sounds and visible peristalsis,Gastrointestinal,10
GI_529.5,Constipation,Gastrointestinal,10
GI_529.6,Halitosis,Gastrointestinal,10
GI_529.7,Fecal incontinence and encopresis,Gastrointestinal,10
GI_530,Disease of anus and rectum,Gastrointestinal,10
GI_530.1,Anal fissure,Gastrointestinal,10
GI_530.2,Anorectal abscess,Gastrointestinal,10
GI_530.3,Rectal prolapse,Gastrointestinal,10
GI_530.4,Stenosis of anus and rectum,Gastrointestinal,10
GI_530.5,Dysplasia of anus,Gastrointestinal,10
GI_532,Other disorders of the intestines,Gastrointestinal,10
GI_532.1,Intestinal fistula,Gastrointestinal,10
GI_532.2,Intestinal perforation,Gastrointestinal,10
GI_532.3,Intussusception,Gastrointestinal,10
GI_532.4,Volvulus,Gastrointestinal,10
GI_535,Intestinal or peritoneal adhesions,Gastrointestinal,10
GI_537,Abnormality of the peritoneum,Gastrointestinal,10
GI_537.1,Peritonitis,Gastrointestinal,10
GI_537.2,Hemoperitoneum,Gastrointestinal,10
GI_537.3,Peritoneal abscess,Gastrointestinal,10
GI_540,Hepatitis,Gastrointestinal,10
GI_540.1,Chronic hepatitis,Gastrointestinal,10
GI_540.11,Autoimmune hepatitis,Gastrointestinal,10
GI_540.2,Acute hepatitis,Gastrointestinal,10
GI_540.3,Viral hepatitits,Gastrointestinal,10
GI_540.4,Alcoholic hepatitis,Gastrointestinal,10
GI_542,Chronic liver disease,Gastrointestinal,10
GI_542.1,Fibrosis and cirrhosis of liver,Gastrointestinal,10
GI_542.11,Cirrhosis of liver,Gastrointestinal,10
GI_542.2,Fatty liver disease (FLD),Gastrointestinal,10
GI_542.3,Hepatic failure,Gastrointestinal,10
GI_542.4,Portal hypertension,Gastrointestinal,10
GI_542.5,Hepatorenal syndrome,Gastrointestinal,10
GI_542.6,Hepatopulmonary syndrome,Gastrointestinal,10
GI_542.7,Chronic nonalcoholic liver disease,Gastrointestinal,10
GI_542.8,Biliary cirrhosis,Gastrointestinal,10
GI_542.81,Primary biliary cirrhosis,Gastrointestinal,10
GI_542.9,Hepatic necrosis,Gastrointestinal,10
GI_545,Nonspecific abnormal results of function study of liver,Gastrointestinal,10
GI_546,Other disorders of liver,Gastrointestinal,10
GI_546.2,Abscess of liver,Gastrointestinal,10
GI_546.3,Hepatomegaly,Gastrointestinal,10
GI_546.31,Hepatosplenomegaly,Gastrointestinal,10
GI_546.4,Chronic passive congestion of liver,Gastrointestinal,10
GI_546.5,Peliosis hepatis,Gastrointestinal,10
GI_550,Disorders of the gallbladder,Gastrointestinal,10
GI_550.1,Gallstones [Cholelithiasis],Gastrointestinal,10
GI_550.2,Cholecystitis,Gastrointestinal,10
GI_550.21,Acute cholecystitis,Gastrointestinal,10
GI_550.22,Chronic cholecystitis,Gastrointestinal,10
GI_550.3,Gallbladder perforation,Gastrointestinal,10
GI_550.4,Cholesterolosis of gallbladder,Gastrointestinal,10
GI_552,Other diseases of biliary tract,Gastrointestinal,10
GI_552.1,Cholangitis,Gastrointestinal,10
GI_552.11,Primary sclerosing cholangitis,Gastrointestinal,10
GI_552.2,Obstruction of bile duct,Gastrointestinal,10
GI_554,Diseases of the pancreas,Gastrointestinal,10
GI_554.11,Acute pancreatitis,Gastrointestinal,10
GI_554.12,Chronic pancreatitis,Gastrointestinal,10
GI_554.2,Cyst and pseudocyst of pancreas,Gastrointestinal,10
GI_554.3,Exocrine pancreatic insufficiency,Gastrointestinal,10
GI_555,Ascites,Gastrointestinal,10
GI_556,Other digestive system symptoms and diseases,Gastrointestinal,10
GI_556.3,"Abdominal or pelvic swelling, mass, or lump",Gastrointestinal,10
GI_556.4,Abdominal rigidity,Gastrointestinal,10
GI_556.8,Nonspecific abnormal findings in stool contents,Gastrointestinal,10
GI_557,Gastrointestinal hemorrhage,Gastrointestinal,10
GI_557.1,Hematemesis,Gastrointestinal,10
GI_557.2,Blood in stool,Gastrointestinal,10
GI_557.8,Hemorrhage of rectum and anus,Gastrointestinal,10
GI_558,Abnormal findings on diagnostic imaging of the digestive tract,Gastrointestinal,10
GU_580,Glomerular diseases,Genitourinary,11
GU_580.1,Acute nephritic syndrome,Genitourinary,11
GU_580.2,Chronic nephritic syndrome,Genitourinary,11
GU_580.5,Morphologic lesions in glomerular diseases,Genitourinary,11
GU_580.51,Focal and segmental glomerular lesions,Genitourinary,11
GU_580.52,Diffuse membranous glomerulonephritis,Genitourinary,11
GU_580.53,Diffuse mesangial proliferative glomerulonephritis,Genitourinary,11
GU_580.54,Diffuse endocapillary proliferative glomerulonephritis,Genitourinary,11
GU_580.55,Diffuse mesangiocapillary glomerulonephritis,Genitourinary,11
GU_580.56,Dense deposit disease,Genitourinary,11
GU_580.57,Diffuse crescentic glomerulonephritis,Genitourinary,11
GU_580.58,C3 glomerulonephritis,Genitourinary,11
GU_581,Renal tubulo-interstitial diseases,Genitourinary,11
GU_581.1,Acute pyelonephritis,Genitourinary,11
GU_581.13,Renal and perinephric abscess,Genitourinary,11
GU_581.3,Obstructive and reflux uropathy,Genitourinary,11
GU_581.31,Hydronephrosis,Genitourinary,11
GU_581.32,Hydroureter,Genitourinary,11
GU_581.33,Stricture or kinking of ureter,Genitourinary,11
GU_581.34,Vesicoureteral reflux,Genitourinary,11
GU_581.35,Chronic pyelonephritis,Genitourinary,11
GU_581.4,Drug & heavy metal induced,Genitourinary,11
GU_581.5,Interstial nephritis related to specific systemic diseases,Genitourinary,11
GU_582,Renal failure,Genitourinary,11
GU_582.1,Acute kidney failure,Genitourinary,11
GU_582.2,Chronic kidney disease,Genitourinary,11
GU_582.21,"End stage renal disease [CDK, stage 5]",Genitourinary,11
GU_582.3,Renal dialysis,Genitourinary,11
GU_585,Kidney stone disease,Genitourinary,11
GU_585.1,Renal colic,Genitourinary,11
GU_586,Other disorders of the kidney and ureters,Genitourinary,11
GU_586.1,Small kidney,Genitourinary,11
GU_586.2,Cyst of kidney,Genitourinary,11
GU_586.3,Ischemia and infarction of kidney,Genitourinary,11
GU_586.4,Hypertrophy of kidney,Genitourinary,11
GU_586.5,"Renal sclerosis, unspecified",Genitourinary,11
GU_586.6,Nephroptosis,Genitourinary,11
GU_586.7,Megaloureter,Genitourinary,11
GU_588.1,Disorders resulting from impaired renal function,Genitourinary,11
GU_588.11,Renal osteodystrophy,Genitourinary,11
GU_588.12,Nephrogenic diabetes insipidus,Genitourinary,11
GU_588.2,Abnormal results of function study of kidney,Genitourinary,11
GU_591,Urinary tract infection [UTI],Genitourinary,11
GU_592,Cystitis and urethritis,Genitourinary,11
GU_592.1,Cystitis,Genitourinary,11
GU_592.11,Acute cystitis,Genitourinary,11
GU_592.12,Chronic cystitis,Genitourinary,11
GU_592.2,Urethritis,Genitourinary,11
GU_592.21,Urethral syndrome,Genitourinary,11
GU_592.3,Urethral stricture due to infecton,Genitourinary,11
GU_593,Hematuria,Genitourinary,11
GU_593.1,Gross hematuria,Genitourinary,11
GU_593.2,Microscopic hematuria,Genitourinary,11
GU_593.3,Recurrent and persistent hematuria,Genitourinary,11
GU_594,Abnormality of urination,Genitourinary,11
GU_594.1,Retention of urine,Genitourinary,11
GU_594.2,Dysuria,Genitourinary,11
GU_594.3,Urinary incontinence and enuresis,Genitourinary,11
GU_594.31,Urge incontinence,Genitourinary,11
GU_594.32,Stress incontinence,Genitourinary,11
GU_594.33,Nocturnal enuresis,Genitourinary,11
GU_594.4,Frequency of urination and polyuria,Genitourinary,11
GU_594.41,Nocturia,Genitourinary,11
GU_594.5,Oliguria and anuria,Genitourinary,11
GU_594.6,Urinary urgency,Genitourinary,11
GU_596,Other disorders of bladder,Genitourinary,11
GU_596.1,Bladder neck obstruction,Genitourinary,11
GU_596.2,Overactive bladder,Genitourinary,11
GU_596.3,Diverticulum of bladder,Genitourinary,11
GU_596.4,Vesical fistula,Genitourinary,11
GU_596.5,Neuromuscular dysfunction of bladder,Genitourinary,11
GU_597,Other disorders of urethra and urinary tract,Genitourinary,11
GU_597.1,Urethral stricture,Genitourinary,11
GU_597.2,Muscular disorders of urethra [Detrusor sphincter dyssynergia],Genitourinary,11
GU_597.3,Urethral fistula,Genitourinary,11
GU_597.4,Urethral diverticulum,Genitourinary,11
GU_597.5,Urethral caruncle,Genitourinary,11
GU_597.6,Urethral false passage,Genitourinary,11
GU_597.8,Urethral hypermobility/ISD,Genitourinary,11
GU_598,Abnormal findings on radiological and other examination of genitourinary organs,Genitourinary,11
GU_599,Other symptoms/disorders or the urinary system,Genitourinary,11
GU_599.7,Urethral discharge,Genitourinary,11
GU_602,Disorders of prostate,Genitourinary,11
GU_602.1,Benign prostatic hyperplasia,Genitourinary,11
GU_602.2,Cyst of prostate,Genitourinary,11
GU_602.3,Dysplasia of prostate,Genitourinary,11
GU_602.4,Elevated prostate specific antigen [PSA],Genitourinary,11
GU_602.5,Inflammatory diseases of prostate,Genitourinary,11
GU_602.51,Prostatitis,Genitourinary,11
GU_602.511,Acute prostatitis,Genitourinary,11
GU_602.512,Chronic prostatitis,Genitourinary,11
GU_603,Disorders of testis,Genitourinary,11
GU_603.1,Hydrocele,Genitourinary,11
GU_603.2,Spermatocele,Genitourinary,11
GU_603.3,Torsion of testis,Genitourinary,11
GU_603.4,Atrophy of testis,Genitourinary,11
GU_603.5,Orchitis and epididymitis,Genitourinary,11
GU_603.6,Scrotal pain,Genitourinary,11
GU_604,Disorders of penis,Genitourinary,11
GU_604.1,Redundant prepuce and phimosis,Genitourinary,11
GU_604.3,Peyronie's disease,Genitourinary,11
GU_604.4,Priapism,Genitourinary,11
GU_604.5,Balanoposthitis,Genitourinary,11
GU_605,Male sexual dysfuction,Genitourinary,11
GU_605.1,Male erectile dysfunction,Genitourinary,11
GU_605.2,Ejaculatory dysfunction,Genitourinary,11
GU_608,Other disorders of male genital organs,Genitourinary,11
GU_609,Male infertility,Genitourinary,11
GU_609.1,Azoospermia,Genitourinary,11
GU_609.2,Oligospermia,Genitourinary,11
GU_610,Benign mammary dysplasias,Genitourinary,11
GU_610.1,Cystic mastopathy,Genitourinary,11
GU_610.2,Fibroadenosis of breast,Genitourinary,11
GU_610.3,Fibrosclerosis of breast,Genitourinary,11
GU_610.5,Mammary duct ectasia,Genitourinary,11
GU_612,Other nonmalignant breast conditions,Genitourinary,11
GU_612.1,Inflammatory disease of breast,Genitourinary,11
GU_612.21,Galactorrhea,Genitourinary,11
GU_612.22,Hypertrophy of breast (Gynecomastia),Genitourinary,11
GU_612.23,Breast hypoplasia,Genitourinary,11
GU_612.5,Mastodynia,Genitourinary,11
GU_612.7,Other signs and symptoms in breast,Genitourinary,11
GU_612.8,Other specified disorders of breast,Genitourinary,11
GU_614,Inflammatory diseases of female pelvic organs,Genitourinary,11
GU_614.1,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",Genitourinary,11
GU_614.3,Pelvic inflammatory disease (PID),Genitourinary,11
GU_614.31,Acute inflammatory pelvic disease,Genitourinary,11
GU_614.32,Chronic inflammatory pelvic disease,Genitourinary,11
GU_614.4,"Inflammatory diseases of uterus, except cervix",Genitourinary,11
GU_614.5,"Inflammatory disease of cervix, vagina, and vulva",Genitourinary,11
GU_614.51,Cervicitis and endocervicitis,Genitourinary,11
GU_614.52,Vaginitis and vulvovaginitis,Genitourinary,11
GU_614.53,Cyst or abscess of Bartholin's gland,Genitourinary,11
GU_614.54,Abscess or ulceration of vulva,Genitourinary,11
GU_614.55,Candidiasis of vulva and vagina,Genitourinary,11
GU_615,Endometriosis,Genitourinary,11
GU_616,"Disorders of uterus, except cervix",Genitourinary,11
GU_616.1,Endometrial hyperplasia,Genitourinary,11
GU_616.2,Hypertrophy of uterus,Genitourinary,11
GU_616.3,Malposition of uterus,Genitourinary,11
GU_616.4,Intrauterine synechiae,Genitourinary,11
GU_617,Noninflammatory disorders of cervix,Genitourinary,11
GU_617.1,Incompetence of cervix uteri,Genitourinary,11
GU_617.2,Erosion and ectropion of cervix,Genitourinary,11
GU_617.3,Stricture and stenosis of cervix,Genitourinary,11
GU_618,Noninflammatory disorders of vagina,Genitourinary,11
GU_618.1,Stricture and atresia of vagina,Genitourinary,11
GU_618.3,Atrophic vaginitis,Genitourinary,11
GU_619,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament",Genitourinary,11
GU_619.1,Torsion of ovary,Genitourinary,11
GU_619.2,Ovarian cyst,Genitourinary,11
GU_619.21,Follicular cyst of ovary,Genitourinary,11
GU_619.22,Corpus luteum cyst or hematoma,Genitourinary,11
GU_619.23,Polycystic ovary syndrome,Genitourinary,11
GU_620,Noninflammatory disorders of vulva and perineum,Genitourinary,11
GU_621,Dysplasia of female genital organs,Genitourinary,11
GU_621.1,Dysplasia of cervix,Genitourinary,11
GU_622,Polyp of female genital organs,Genitourinary,11
GU_622.1,Polyp of corpus uteri,Genitourinary,11
GU_622.2,Mucous polyp of cervix,Genitourinary,11
GU_623,Pelvic organ prolapse and fistulas,Genitourinary,11
GU_623.1,Uterine/Uterovaginal prolapse,Genitourinary,11
GU_623.5,Pelvic muscle wasting,Genitourinary,11
GU_623.6,"Vaginal enterocele, congenital or acquired",Genitourinary,11
GU_623.8,Fistula involving female genital tract,Genitourinary,11
GU_624,Symptoms involving female genital tract,Genitourinary,11
GU_624.1,Dystrophy of female genital tract,Genitourinary,11
GU_624.2,Acquired atrophy of ovary and fallopian tube,Genitourinary,11
GU_625,Pain and other symptoms associated with female genital organs,Genitourinary,11
GU_625.1,Dyspareunia,Genitourinary,11
GU_625.2,Postcoital bleeding,Genitourinary,11
GU_625.3,Vulvodynia,Genitourinary,11
GU_625.4,Vaginismus,Genitourinary,11
GU_626,Disorders of menstruation and other abnormal bleeding from female genital tract,Genitourinary,11
GU_626.1,Irregular menstrual cycle/bleeding,Genitourinary,11
GU_626.11,Oligomenorrhea,Genitourinary,11
GU_626.111,Amenorrhea,Genitourinary,11
GU_626.13,Irregular menstrual cycle,Genitourinary,11
GU_626.16,Excessive menstruation,Genitourinary,11
GU_626.2,Dysmenorrhea,Genitourinary,11
GU_626.3,Mittelschmerz,Genitourinary,11
GU_626.4,Hematometra and hematocolpos,Genitourinary,11
GU_627,Menopausal and postmenopausal disorders,Genitourinary,11
GU_627.1,Postmenopausal bleeding,Genitourinary,11
GU_627.2,Symptomatic menopause,Genitourinary,11
GU_629,Female infertility,Genitourinary,11
GU_629.1,Female infertility associated with anovulation,Genitourinary,11
DE_660,Infection of the skin,Dermatological,12
DE_660.1,Fungal infection of the skin,Dermatological,12
DE_660.11,Candidiasis of skin and nails,Dermatological,12
DE_660.12,Dermatophytosis,Dermatological,12
DE_660.121,Dermatophytosis of scalp and beard,Dermatological,12
DE_660.122,Dermatophytosis of nail,Dermatological,12
DE_660.123,Dermatophytosis of foot [Athelet's foot],Dermatological,12
DE_660.124,Dermatophytosis of the body,Dermatological,12
DE_660.13,Pityriasis versicolor,Dermatological,12
DE_660.2,Bacterial infection of the skin,Dermatological,12
DE_660.21,Impetigo,Dermatological,12
DE_660.22,Staphylococcal scalded skin syndrome [Ritter's disease],Dermatological,12
DE_660.23,Cutaneous erysipeloid,Dermatological,12
DE_660.4,Carbuncle and furuncle,Dermatological,12
DE_660.6,Cellulitis and abscess,Dermatological,12
DE_661,Viral exanthemata NOS,Dermatological,12
DE_662,Rosacea,Dermatological,12
DE_663,Bullous disorders,Dermatological,12
DE_663.1,Pemphigus,Dermatological,12
DE_663.11,Pemphigus vulgaris,Dermatological,12
DE_663.12,Pemphigus foliaceous,Dermatological,12
DE_663.2,Pemphigoid,Dermatological,12
DE_663.3,Dermatitis herpetiformis,Dermatological,12
DE_663.4,Subcorneal pustular dermatosis,Dermatological,12
DE_663.6,Acantholytic Disorders,Dermatological,12
DE_664,Papulosquamous disorders,Dermatological,12
DE_664.1,"Lichen planus, nitidus, or striatus",Dermatological,12
DE_664.2,Pityriasis,Dermatological,12
DE_664.3,Parapsoriasis,Dermatological,12
DE_664.4,Psoriasis,Dermatological,12
DE_664.41,Psoriasis vulgaris,Dermatological,12
DE_664.42,Psoriatic arthropathy,Dermatological,12
DE_665,Erythema nodosum,Dermatological,12
DE_666,Urticaria,Dermatological,12
DE_666.1,Allergic urticaria,Dermatological,12
DE_666.2,Idiopathic urticaria,Dermatological,12
DE_666.3,Urticaria due to cold and heat,Dermatological,12
DE_666.4,Dermatographic urticaria,Dermatological,12
DE_666.5,Vibratory urticaria,Dermatological,12
DE_666.6,Cholinergic urticaria,Dermatological,12
DE_667,Erythematous conditions,Dermatological,12
DE_667.1,Erythema multiforme,Dermatological,12
DE_667.2,Stevens-Johnson syndrome and Toxic epidermal necrolysis,Dermatological,12
DE_667.4,Toxic erythema,Dermatological,12
DE_667.5,Exfoliation due to erythematous condition,Dermatological,12
DE_668,Dermatitis [eczema],Dermatological,12
DE_668.1,Atopic dermatitis,Dermatological,12
DE_668.2,Seborrheic dermatitis,Dermatological,12
DE_668.3,Contact dermatitis,Dermatological,12
DE_668.4,Dermatitis due to substances taken internally,Dermatological,12
DE_668.5,Lichen simplex chronicus,Dermatological,12
DE_668.6,Prurigo,Dermatological,12
DE_668.7,Seborrheic infantile dermatitis,Dermatological,12
DE_669,Neutrophilic and Eosinophilic dermatoses,Dermatological,12
DE_669.1,Pyoderma gangrenosum,Dermatological,12
DE_669.2,Behcet's syndrome,Dermatological,12
DE_669.3,Hidradenitis suppurativa,Dermatological,12
DE_669.4,Febrile neutrophilic dermatosis [Sweet's syndrome],Dermatological,12
DE_670,Seborrheic keratosis,Dermatological,12
DE_672.1,Acute skin changes due to ultraviolet radiation,Dermatological,12
DE_672.11,Acute dermatitis due to solar radiation,Dermatological,12
DE_672.12,Sunburn,Dermatological,12
DE_672.14,Disseminated superficial actinic porokeratosis (DSAP),Dermatological,12
DE_672.2,Skin changes due to chronic exposure to nonionizing radiation,Dermatological,12
DE_672.21,Actinic keratosis,Dermatological,12
DE_672.22,Actinic reticuloid and actinic granuloma,Dermatological,12
DE_674,Disorders of pigmentation,Dermatological,12
DE_674.1,Hypopigmentation,Dermatological,12
DE_674.11,Vitiligo,Dermatological,12
DE_674.2,Hypepigmentation,Dermatological,12
DE_674.21,Cafe au lait spots,Dermatological,12
DE_674.22,Freckles,Dermatological,12
DE_675,Atrophic conditions of skin,Dermatological,12
DE_675.1,Circumscribed scleroderma,Dermatological,12
DE_675.2,Striae atrophicae,Dermatological,12
DE_676,Hypertrophic conditions of skin,Dermatological,12
DE_676.1,Hypertrophic scar [Keloid scar],Dermatological,12
DE_676.2,Scar conditions and fibrosis of skin,Dermatological,12
DE_677,Chilblains,Dermatological,12
DE_678,Other skin and subcutaneous disorders,Dermatological,12
DE_679,Skin symptoms,Dermatological,12
DE_679.1,Rash and other nonspecific skin eruption,Dermatological,12
DE_679.2,Pallor,Dermatological,12
DE_679.3,Flushing,Dermatological,12
DE_679.4,Pruritus,Dermatological,12
DE_679.5,Pyoderma,Dermatological,12
DE_679.6,Changes in skin texture,Dermatological,12
DE_680,Epidermal thickening,Dermatological,12
DE_680.1,Corns and callosities,Dermatological,12
DE_680.2,Keratoderma,Dermatological,12
DE_680.3,Xerosis cutis,Dermatological,12
DE_680.4,Ainhum,Dermatological,12
DE_680.5,Acanthosis nigricans,Dermatological,12
DE_681,"Localized swelling, mass and lump of skin and subcutaneous tissue",Dermatological,12
DE_682,Other follicular disorders,Dermatological,12
DE_682.11,Sebaceous cyst [Epidermal cyst],Dermatological,12
DE_682.12,Pilar and trichodermal cyst,Dermatological,12
DE_682.2,Pilonidal cyst,Dermatological,12
DE_682.4,Acne,Dermatological,12
DE_683,Nail disorders,Dermatological,12
DE_683.1,Ingrowing nail,Dermatological,12
DE_683.2,Nail dystrophy,Dermatological,12
DE_683.4,Onycholysis,Dermatological,12
DE_684,Diseases of hair and hair follicles,Dermatological,12
DE_684.1,Alopecia,Dermatological,12
DE_684.11,Alopecia Areata,Dermatological,12
DE_684.12,Telogen effluvium,Dermatological,12
DE_684.13,Scarring hair loss,Dermatological,12
DE_684.14,Androgenic alopecia,Dermatological,12
DE_684.2,Hypertrichosis and hirsutism,Dermatological,12
DE_684.21,Hirsutism,Dermatological,12
DE_684.8,Abnormalities of the hair,Dermatological,12
DE_685,Disorders of sweat glands,Dermatological,12
DE_685.1,Dyshidrosis,Dermatological,12
DE_685.4,Prickly heat and miliaria,Dermatological,12
DE_685.5,Anhidrosis,Dermatological,12
DE_685.8,Hyperhidrosis,Dermatological,12
DE_685.81,Primary focal hyperhidrosis,Dermatological,12
DE_685.82,Generalized hyperhidrosis,Dermatological,12
DE_686,Chronic ulcer of skin,Dermatological,12
DE_686.1,Pressure ulcer,Dermatological,12
DE_686.2,Non-pressure chronic ulcer,Dermatological,12
DE_687,Vascular disorders of the skin,Dermatological,12
DE_688,Granulomatous disorder of the skin,Dermatological,12
DE_688.1,Sarcoidosis,Dermatological,12
DE_688.2,Foreign body granuloma,Dermatological,12
DE_688.3,Pyogenic granuloma of skin and subcutaneous tissue,Dermatological,12
DE_688.5,Giant cell granuloma,Dermatological,12
MS_700,Diffuse diseases of connective tissue,Muscloskeletal,13
MS_700.11,Systemic lupus erythematosus [SLE],Muscloskeletal,13
MS_700.12,Cutaneous lupus erythematosus,Muscloskeletal,13
MS_700.2,Sicca syndrome [Sjogren syndrome],Muscloskeletal,13
MS_700.3,Systemic sclerosis,Muscloskeletal,13
MS_700.4,Inflammatory myopathy,Muscloskeletal,13
MS_700.41,Myositis,Muscloskeletal,13
MS_700.42,Dermatomyositis,Muscloskeletal,13
MS_700.43,Polymyositis,Muscloskeletal,13
MS_700.44,Inclusion body myositis,Muscloskeletal,13
MS_700.6,Autoinflammatory syndromes,Muscloskeletal,13
MS_700.7,Multisystem inflammatory syndrome,Muscloskeletal,13
MS_701,"Osteomyelitis, periostitis, and other infections involving bone",Muscloskeletal,13
MS_701.1,Osteomyelitis,Muscloskeletal,13
MS_701.11,Acute/subacute osteomyelitis,Muscloskeletal,13
MS_701.12,Chronic osteomyelitis,Muscloskeletal,13
MS_702,Infective and reactive arthropathies,Muscloskeletal,13
MS_702.1,Pyogenic arthritis [Septic arthritis],Muscloskeletal,13
MS_702.2,Reiter's disease [Reactive arthritis],Muscloskeletal,13
MS_702.3,Enteropathic arthropathies,Muscloskeletal,13
MS_703,Chrystal arthropathies,Muscloskeletal,13
MS_703.1,Gout,Muscloskeletal,13
MS_703.2,Chondrocalcinosis,Muscloskeletal,13
MS_703.3,Hydroxyapatite deposition disease,Muscloskeletal,13
MS_704,Systemic vasculitis,Muscloskeletal,13
MS_704.1,Polyarteritis nodosa and related conditions,Muscloskeletal,13
MS_704.11,Polyarteritis nodosa,Muscloskeletal,13
MS_704.12,Mucocutaneous lymph node syndrome [Kawasaki],Muscloskeletal,13
MS_704.13,ANCA-associated vasculitides,Muscloskeletal,13
MS_704.2,Wegener's granulomatosis,Muscloskeletal,13
MS_704.3,Thrombotic microangiopathy,Muscloskeletal,13
MS_704.4,Hypersensitivity angiitis,Muscloskeletal,13
MS_704.5,Giant cell arteritis,Muscloskeletal,13
MS_704.6,Aortic arch syndrome [Takayasu's disease],Muscloskeletal,13
MS_704.7,Cerebral arteritis,Muscloskeletal,13
MS_704.8,Thromboangiitis obliterans [Buerger's disease],Muscloskeletal,13
MS_704.9,Allergic purpura [Henoch-Schoenlein purpura],Muscloskeletal,13
MS_705,Rheumatoid arthritis and other inflammatory polyarthropathies,Muscloskeletal,13
MS_705.1,Rheumatoid arthritis,Muscloskeletal,13
MS_705.11,Rheumatoid arthritis without rheumatoid factor,Muscloskeletal,13
MS_705.12,Rheumatoid arthritis with rheumatoid factor,Muscloskeletal,13
MS_705.2,Juvenile rheumatoid arthritis [JRA/JIA],Muscloskeletal,13
MS_705.3,Polymyalgia rheumatica,Muscloskeletal,13
MS_705.4,Palindromic rheumatism,Muscloskeletal,13
MS_705.5,"Rheumatism, unspecified",Muscloskeletal,13
MS_705.6,Chronic postrheumatic arthropathy [Jaccoud],Muscloskeletal,13
MS_706,Inflammatory spondylopathies,Muscloskeletal,13
MS_706.1,Sacroiliitis,Muscloskeletal,13
MS_706.2,Ankylosing spondylitis,Muscloskeletal,13
MS_706.3,Spinal enthesopathy,Muscloskeletal,13
MS_707,Other arthropathies,Muscloskeletal,13
MS_707.1,Villonodular synovitis,Muscloskeletal,13
MS_707.2,Traumatic arthropathy,Muscloskeletal,13
MS_707.3,Kaschin-Beck disease,Muscloskeletal,13
MS_707.8,Polyarthritis,Muscloskeletal,13
MS_707.9,Monoarthritis,Muscloskeletal,13
MS_708,Osteoarthritis,Muscloskeletal,13
MS_708.1,Osteoarthritis of more than one site,Muscloskeletal,13
MS_708.11,Generalized osteoarthritis,Muscloskeletal,13
MS_709,Acquired deformities of fingers and toes,Muscloskeletal,13
MS_709.1,Acquired deformities of fingers,Muscloskeletal,13
MS_709.11,Mallet finger,Muscloskeletal,13
MS_709.12,Boutonnière deformity,Muscloskeletal,13
MS_709.13,Swan-neck deformity,Muscloskeletal,13
MS_709.2,Acquired deformities of toe,Muscloskeletal,13
MS_709.21,Hallux valgus (Bunion),Muscloskeletal,13
MS_709.22,Hallux rigidus,Muscloskeletal,13
MS_709.23,Hallux varus,Muscloskeletal,13
MS_709.24,Hammer toe,Muscloskeletal,13
MS_710,Acquired deformities of limbs,Muscloskeletal,13
MS_710.1,Acquired deformities of the forearm and hand,Muscloskeletal,13
MS_710.11,Wrist drop,Muscloskeletal,13
MS_710.12,Acquired clawhand,Muscloskeletal,13
MS_710.13,Acquired clubhand,Muscloskeletal,13
MS_710.2,Deformities of the hip,Muscloskeletal,13
MS_710.21,Coxa valga,Muscloskeletal,13
MS_710.22,Coxa vara,Muscloskeletal,13
MS_710.23,Protrusio acetabuli,Muscloskeletal,13
MS_710.3,Deformities of the knee,Muscloskeletal,13
MS_710.31,Genu valgum (acquired),Muscloskeletal,13
MS_710.32,Genu varum (acquired),Muscloskeletal,13
MS_710.4,Acquired deformities of the ankle and foot,Muscloskeletal,13
MS_710.41,Flat foot [pes planus],Muscloskeletal,13
MS_710.42,Club foot,Muscloskeletal,13
MS_710.43,Cavus deformity of foot,Muscloskeletal,13
